reporter_name,person_involved,incident_date,incident_time,department,incident_description,location,label,was_injured,injury_description
Taylor Foster,Logan Walker,11 January 2024,18:18,Legal,high-voltage wiring was discovered before harm occurred.,Tool Crib,Near Miss,No,N/A
Charlie Foster,Jamie Bennett,24 September 2024,22:32,Legal,Unsecured ladder almost fell from ship deck.,Tool Crib,Near Miss,No,N/A
Quinn Cooper,Logan Allen,27 November 2024,23:57,Communications,Worker nearly slipped on an oily surface but avoided injury.,Fleet Garage,Near Miss,No,N/A
Cameron Robinson,Alex Davis,03 March 2024,16:20,Finance,Unsecured ladder almost fell from scaffolding.,Dry Dock 1,Near Miss,No,N/A
Quinn Reed,Chris Ward,12 August 2024,15:22,HR,Unsecured ladder almost fell from ladder.,Training Room,Near Miss,No,N/A
Jamie Lewis,Skyler Murray,19 May 2024,14:54,Legal,Unsecured ladder almost fell from scaffolding.,Shipyard Pier,Near Miss,No,N/A
Dakota Mitchell,Casey Graham,02 October 2024,10:37,Warehouse,Unsecured ladder almost fell from ship deck.,Paint Shop,Near Miss,No,N/A
Drew Murphy,Drew Bailey,09 May 2024,13:32,HR,Worker nearly stepped into an open hatch but avoided injury.,Warehouse A,Near Miss,No,N/A
Morgan Reed,Alex Lee,23 July 2025,11:16,Communications,Unsecured pipe almost fell from ship deck.,Office - Admin Block,Near Miss,No,N/A
Jesse Holmes,Sydney Holmes,04 May 2024,12:09,Quality Assurance,Unsecured pipe almost fell from scaffolding.,Electrical Bay,Near Miss,No,N/A
Alex Hughes,Riley Morgan,06 September 2024,09:35,Legal,Worker nearly touched live wiring but avoided injury.,Main Gate Security,Near Miss,No,N/A
Quinn Lee,Taylor Fisher,18 April 2025,13:31,Fleet Management,Worker nearly touched live wiring but avoided injury.,Cafeteria,Near Miss,No,N/A
Kai Clark,Taylor Lee,19 June 2025,08:53,IT,high-voltage wiring was discovered before harm occurred.,Warehouse A,Near Miss,No,N/A
Avery Cooper,Sydney Parker,29 April 2025,11:07,Engineering,high-voltage wiring was discovered before harm occurred.,Training Room,Near Miss,No,N/A
Taylor Morgan,Spencer Payne,29 December 2024,10:24,Warehouse,Unsecured toolbox almost fell from scaffolding.,Dry Dock 2,Near Miss,No,N/A
Harper Bennett,Riley Johnson,02 August 2025,01:32,Training & Development,high-voltage wiring was discovered before harm occurred.,Main Gate Security,Near Miss,No,N/A
Logan Pearson,Peyton Lee,20 November 2024,02:05,Procurement,Unsecured ladder almost fell from ship deck.,Main Gate Security,Near Miss,No,N/A
Cameron Bailey,Blake Lewis,18 February 2024,14:28,Fleet Management,Worker nearly touched live wiring but avoided injury.,Dry Dock 1,Near Miss,No,N/A
Avery Davis,Peyton Bailey,22 March 2024,15:59,Security,Worker nearly slipped on an oily surface but avoided injury.,Dockyard North,Near Miss,No,N/A
Spencer Reed,Rowan Ward,03 April 2024,02:09,Facilities,Worker nearly touched live wiring but avoided injury.,Shipyard Pier,Near Miss,No,N/A
Finley Fisher,Elliot Walker,30 May 2024,16:44,IT,Unsecured ladder almost fell from ladder.,Tool Crib,Near Miss,No,N/A
Jordan Murray,Alex Lee,26 January 2024,12:51,Dockyard Operations,Unsecured pipe almost fell from ship deck.,Office - Admin Block,Near Miss,No,N/A
Quinn Parker,Skyler Brown,22 February 2025,04:58,Environmental Services,asbestos was discovered before harm occurred.,Fleet Garage,Near Miss,No,N/A
Reese Fisher,Quinn Sullivan,27 April 2025,07:50,Fleet Management,Unsecured toolbox almost fell from ship deck.,Dockyard South,Near Miss,No,N/A
Drew Hughes,Jesse Hughes,26 February 2024,11:43,IT,Worker nearly stepped into an open hatch but avoided injury.,Cafeteria,Near Miss,No,N/A
Skyler Fisher,Dakota Payne,07 June 2025,16:40,Warehouse,Unsecured ladder almost fell from ship deck.,IT Server Room,Near Miss,No,N/A
Harper Fisher,Alex Cooper,06 August 2025,09:24,Quality Assurance,Unsecured ladder almost fell from ship deck.,Office - Admin Block,Near Miss,No,N/A
Taylor Bailey,Riley West,22 May 2024,10:36,IT,toxic fumes was discovered before harm occurred.,Engineering Workshop,Near Miss,No,N/A
Reese Holmes,Spencer Robinson,21 January 2025,15:25,Health & Safety,Unsecured ladder almost fell from ladder.,Reception Area,Near Miss,No,N/A
Avery West,Casey Brown,19 June 2024,08:49,Legal,asbestos was discovered before harm occurred.,Reception Area,Near Miss,No,N/A
Jordan Bailey,Kai Parker,25 April 2025,21:44,Research & Development,toxic fumes was discovered before harm occurred.,Dry Dock 2,Near Miss,No,N/A
Jordan Foster,Reese Payne,17 July 2025,07:22,Finance,Unsecured ladder almost fell from ladder.,Main Gate Security,Near Miss,No,N/A
Cameron Walker,Spencer Mitchell,09 December 2024,14:57,Communications,Unsecured toolbox almost fell from scaffolding.,Warehouse A,Near Miss,No,N/A
Frankie Sullivan,Casey Pearson,05 June 2024,20:50,Research & Development,Worker nearly stepped into an open hatch but avoided injury.,Reception Area,Near Miss,No,N/A
Riley Bennett,Jesse Pearson,01 March 2025,12:07,Research & Development,Worker nearly touched live wiring but avoided injury.,Shipyard Pier,Near Miss,No,N/A
Riley Foster,Kai Kennedy,26 April 2024,05:11,Finance,Worker nearly slipped on an oily surface but avoided injury.,Warehouse A,Near Miss,No,N/A
Logan Lee,Avery Parker,11 May 2024,10:15,Ship Maintenance,Worker nearly touched live wiring but avoided injury.,Engineering Workshop,Near Miss,No,N/A
Jamie Hughes,Sawyer Pearson,11 November 2024,00:20,Dockyard Operations,asbestos was discovered before harm occurred.,Fleet Garage,Near Miss,No,N/A
Sydney Fisher,Peyton Payne,30 March 2025,12:55,Health & Safety,Worker nearly touched live wiring but avoided injury.,Maintenance Shed,Near Miss,No,N/A
Sydney Bennett,Frankie Kennedy,02 November 2024,13:42,Warehouse,toxic fumes was discovered before harm occurred.,Dry Dock 1,Near Miss,No,N/A
Avery Payne,Rowan Davis,01 January 2024,05:26,Fleet Management,Worker nearly slipped on an oily surface but avoided injury.,Tool Crib,Near Miss,No,N/A
Rowan Sullivan,Taylor Graham,28 February 2025,05:40,Operations,toxic fumes was discovered before harm occurred.,Cafeteria,Near Miss,No,N/A
Cameron Parker,Logan Parker,14 March 2025,21:16,Environmental Services,asbestos was discovered before harm occurred.,Warehouse B,Near Miss,No,N/A
Spencer Mitchell,Drew Holmes,08 October 2024,13:39,Training & Development,Unsecured ladder almost fell from scaffolding.,Fleet Garage,Near Miss,No,N/A
Elliot Payne,Jordan West,20 May 2024,06:25,Legal,asbestos was discovered before harm occurred.,Main Gate Security,Near Miss,No,N/A
Riley Bailey,Skyler Smith,27 June 2024,12:21,Training & Development,toxic fumes was discovered before harm occurred.,Dry Dock 1,Near Miss,No,N/A
Sydney Ward,Blake Bennett,01 April 2025,23:30,Legal,high-voltage wiring was discovered before harm occurred.,Cafeteria,Near Miss,No,N/A
Spencer Brown,Quinn Ward,19 August 2024,11:50,Warehouse,Worker nearly slipped on an oily surface but avoided injury.,Dockyard North,Near Miss,No,N/A
Riley Murray,Logan Fisher,26 December 2024,12:56,Research & Development,Worker nearly touched live wiring but avoided injury.,Dockyard North,Near Miss,No,N/A
Frankie Sullivan,Spencer Murphy,11 January 2024,20:14,HR,Worker nearly stepped into an open hatch but avoided injury.,Dry Dock 2,Near Miss,No,N/A
Sawyer Allen,Kai Reed,21 February 2025,00:02,HR,Unsecured ladder almost fell from scaffolding.,Office - Admin Block,Near Miss,No,N/A
Rowan Sullivan,Quinn West,28 September 2024,18:19,HR,Unsecured toolbox almost fell from scaffolding.,Dry Dock 2,Near Miss,No,N/A
Reese Smith,Kai Lewis,05 November 2024,01:03,Research & Development,Unsecured ladder almost fell from ship deck.,Maintenance Shed,Near Miss,No,N/A
Dakota Foster,Casey Graham,02 February 2024,07:55,Quality Assurance,Unsecured ladder almost fell from ladder.,Engineering Workshop,Near Miss,No,N/A
Riley Bennett,Finley Brown,06 November 2024,03:42,Training & Development,Unsecured toolbox almost fell from scaffolding.,Fleet Garage,Near Miss,No,N/A
Jamie Parker,Harper Foster,06 December 2024,20:43,Procurement,Unsecured toolbox almost fell from ship deck.,Office - Admin Block,Near Miss,No,N/A
Blake Sullivan,Jamie Murphy,18 April 2024,17:07,Training & Development,Unsecured ladder almost fell from ladder.,Training Room,Near Miss,No,N/A
Jesse Brown,Elliot Brown,30 August 2024,12:43,IT,Unsecured pipe almost fell from ship deck.,Training Room,Near Miss,No,N/A
Jamie Fisher,Dakota Payne,05 August 2025,17:33,Engineering,Unsecured toolbox almost fell from ship deck.,Warehouse B,Near Miss,No,N/A
Peyton Bailey,Drew Lee,10 May 2024,10:33,Procurement,Unsecured ladder almost fell from scaffolding.,Dockyard South,Near Miss,No,N/A
Kai Lee,Charlie Bailey,08 June 2024,19:03,Customer Service,high-voltage wiring was discovered before harm occurred.,Main Gate Security,Near Miss,No,N/A
Cameron Bennett,Riley Sullivan,13 May 2025,20:16,Training & Development,high-voltage wiring was discovered before harm occurred.,Cafeteria,Near Miss,No,N/A
Sawyer Pearson,Drew Allen,03 August 2024,01:44,Quality Assurance,Worker nearly stepped into an open hatch but avoided injury.,Warehouse A,Near Miss,No,N/A
Harper West,Spencer Mitchell,11 April 2025,03:54,HR,Worker nearly stepped into an open hatch but avoided injury.,IT Server Room,Near Miss,No,N/A
Alex Bennett,Charlie Murphy,19 March 2024,23:37,Warehouse,Worker nearly stepped into an open hatch but avoided injury.,Warehouse B,Near Miss,No,N/A
Jamie Mitchell,Avery Hughes,08 April 2024,23:10,Dockyard Operations,Unsecured ladder almost fell from ladder.,Dockyard South,Near Miss,No,N/A
Chris Lewis,Jesse Robinson,08 June 2024,00:55,Security,Worker nearly slipped on an oily surface but avoided injury.,IT Server Room,Near Miss,No,N/A
Blake Murphy,Spencer Parker,18 January 2025,04:50,Ship Maintenance,toxic fumes was discovered before harm occurred.,Warehouse B,Near Miss,No,N/A
Taylor Fisher,Sydney Cooper,22 November 2024,07:37,Finance,Unsecured ladder almost fell from scaffolding.,Dry Dock 1,Near Miss,No,N/A
Chris Davis,Quinn Cooper,14 January 2025,00:30,Health & Safety,Unsecured toolbox almost fell from scaffolding.,Paint Shop,Near Miss,No,N/A
Skyler Lee,Jordan Bennett,24 June 2025,13:46,Security,Worker nearly touched live wiring but avoided injury.,Shipyard Pier,Near Miss,No,N/A
Drew Smith,Jesse Lewis,29 December 2024,03:47,Finance,asbestos was discovered before harm occurred.,Maintenance Shed,Near Miss,No,N/A
Chris Morgan,Emerson Mitchell,10 March 2025,06:10,Fleet Management,Unsecured toolbox almost fell from scaffolding.,Paint Shop,Near Miss,No,N/A
Chris Walker,Riley Smith,06 July 2025,01:34,Procurement,Worker nearly touched live wiring but avoided injury.,Dry Dock 1,Near Miss,No,N/A
Alex Morgan,Chris Robinson,19 January 2025,18:07,Finance,Worker nearly stepped into an open hatch but avoided injury.,Electrical Bay,Near Miss,No,N/A
Harper Holmes,Dakota Brown,14 July 2025,18:32,Finance,Worker nearly slipped on an oily surface but avoided injury.,Warehouse B,Near Miss,No,N/A
Riley Allen,Finley Lee,07 October 2024,18:50,Dockyard Operations,Unsecured ladder almost fell from ladder.,Reception Area,Near Miss,No,N/A
Chris Bailey,Taylor Sullivan,02 June 2025,09:20,Environmental Services,high-voltage wiring was discovered before harm occurred.,Reception Area,Near Miss,No,N/A
Sawyer Robinson,Charlie Davis,10 December 2024,07:13,Fleet Management,toxic fumes was discovered before harm occurred.,Tool Crib,Near Miss,No,N/A
Harper Murphy,Drew Lee,28 November 2024,23:42,Procurement,toxic fumes was discovered before harm occurred.,Paint Shop,Near Miss,No,N/A
Rowan Murphy,Finley Pearson,01 February 2025,22:25,Engineering,asbestos was discovered before harm occurred.,Dry Dock 2,Near Miss,No,N/A
Blake Allen,Sawyer Mitchell,30 July 2025,23:27,Training & Development,high-voltage wiring was discovered before harm occurred.,Cafeteria,Near Miss,No,N/A
Jesse Davis,Jesse Murphy,13 January 2024,01:45,Training & Development,asbestos was discovered before harm occurred.,Dry Dock 1,Near Miss,No,N/A
Spencer Cooper,Avery Payne,04 August 2025,00:11,Quality Assurance,Worker nearly touched live wiring but avoided injury.,Warehouse A,Near Miss,No,N/A
Alex Lewis,Dakota Pearson,27 December 2024,14:08,Research & Development,asbestos was discovered before harm occurred.,Fuel Depot,Near Miss,No,N/A
Skyler Murphy,Cameron West,05 March 2025,14:35,Fleet Management,Unsecured toolbox almost fell from ship deck.,Fleet Garage,Near Miss,No,N/A
Sawyer Graham,Sawyer Morgan,26 November 2024,09:20,Training & Development,Worker nearly slipped on an oily surface but avoided injury.,Fuel Depot,Near Miss,No,N/A
Casey Clark,Cameron Bennett,26 May 2025,03:38,Facilities,Worker nearly touched live wiring but avoided injury.,Shipyard Pier,Near Miss,No,N/A
Frankie Holmes,Jordan Kennedy,28 July 2024,14:42,Quality Assurance,Worker nearly stepped into an open hatch but avoided injury.,Dry Dock 1,Near Miss,No,N/A
Dakota Sullivan,Riley Davis,04 July 2025,22:00,HR,Unsecured toolbox almost fell from scaffolding.,Tool Crib,Near Miss,No,N/A
Finley Parker,Reese Holmes,11 October 2024,08:07,Procurement,Unsecured pipe almost fell from scaffolding.,Engineering Workshop,Near Miss,No,N/A
Avery Murphy,Blake Hughes,19 February 2024,16:15,Quality Assurance,Unsecured toolbox almost fell from scaffolding.,Paint Shop,Near Miss,No,N/A
Skyler Bennett,Dakota Lewis,05 July 2024,23:36,Ship Maintenance,Worker nearly slipped on an oily surface but avoided injury.,Dry Dock 1,Near Miss,No,N/A
Drew Cooper,Dakota Johnson,16 April 2024,10:04,Customer Service,Worker nearly stepped into an open hatch but avoided injury.,Shipyard Pier,Near Miss,No,N/A
Jesse Graham,Jordan Morgan,06 March 2024,07:24,HR,Unsecured toolbox almost fell from ship deck.,Dry Dock 2,Near Miss,No,N/A
Quinn Smith,Logan Bailey,25 September 2024,07:59,Logistics,Worker nearly slipped on an oily surface but avoided injury.,Main Gate Security,Near Miss,No,N/A
Spencer Sullivan,Sydney Holmes,07 December 2024,08:53,Quality Assurance,toxic fumes was discovered before harm occurred.,Training Room,Near Miss,No,N/A
Sydney Murray,Dakota Lee,05 April 2025,00:40,Communications,asbestos was discovered before harm occurred.,Electrical Bay,Near Miss,No,N/A
Finley Parker,Frankie Murray,19 October 2024,18:29,Customer Service,Worker nearly touched live wiring but avoided injury.,Fleet Garage,Near Miss,No,N/A
Sawyer Murphy,Chris Lee,29 March 2025,18:24,Customer Service,high-voltage wiring was discovered before harm occurred.,Reception Area,Near Miss,No,N/A
Chris Lee,Spencer Walker,08 December 2024,22:57,Security,Unsecured toolbox almost fell from ladder.,Dry Dock 2,Near Miss,No,N/A
Taylor Bailey,Charlie Davis,29 November 2024,11:19,HR,Unsecured ladder almost fell from ship deck.,Dry Dock 1,Near Miss,No,N/A
Peyton Kennedy,Sydney Fisher,31 January 2024,04:07,IT,Worker nearly stepped into an open hatch but avoided injury.,Dockyard South,Near Miss,No,N/A
Taylor Murphy,Spencer Smith,24 July 2025,02:34,Health & Safety,Unsecured pipe almost fell from scaffolding.,Warehouse A,Near Miss,No,N/A
Taylor Bennett,Logan Cooper,28 September 2024,05:42,Training & Development,Worker nearly slipped on an oily surface but avoided injury.,Dry Dock 1,Near Miss,No,N/A
Drew Holmes,Spencer Robinson,03 September 2024,11:43,Logistics,Worker nearly touched live wiring but avoided injury.,Paint Shop,Near Miss,No,N/A
Spencer Davis,Charlie Robinson,01 August 2024,04:05,Research & Development,Worker nearly stepped into an open hatch but avoided injury.,Dockyard North,Near Miss,No,N/A
Kai Ward,Sydney Ward,28 December 2024,13:50,HR,Worker nearly slipped on an oily surface but avoided injury.,Dry Dock 1,Near Miss,No,N/A
Cameron Kennedy,Elliot Sullivan,07 March 2025,16:36,Finance,Worker nearly slipped on an oily surface but avoided injury.,Maintenance Shed,Near Miss,No,N/A
Jamie Cooper,Dakota Mitchell,13 October 2024,11:55,Finance,asbestos was discovered before harm occurred.,Main Gate Security,Near Miss,No,N/A
Jordan Murphy,Harper Fisher,25 May 2025,06:51,Operations,Worker nearly stepped into an open hatch but avoided injury.,Tool Crib,Near Miss,No,N/A
Peyton Murphy,Emerson Graham,29 September 2024,16:10,Warehouse,Worker nearly touched live wiring but avoided injury.,Tool Crib,Near Miss,No,N/A
Riley West,Reese Mitchell,12 October 2024,08:41,IT,Worker nearly slipped on an oily surface but avoided injury.,Engineering Workshop,Near Miss,No,N/A
Harper Smith,Sawyer Holmes,17 June 2024,17:17,Customer Service,Unsecured toolbox almost fell from ladder.,Main Gate Security,Near Miss,No,N/A
Jesse Sullivan,Jesse Lewis,28 July 2024,00:13,HR,high-voltage wiring was discovered before harm occurred.,Fuel Depot,Near Miss,No,N/A
Kai Allen,Jordan Graham,07 July 2025,21:17,HR,high-voltage wiring was discovered before harm occurred.,Fuel Depot,Near Miss,No,N/A
Casey Johnson,Finley Robinson,28 October 2024,14:37,Security,Unsecured ladder almost fell from ladder.,IT Server Room,Near Miss,No,N/A
Sawyer Holmes,Casey Bailey,23 June 2024,09:01,Legal,Worker nearly stepped into an open hatch but avoided injury.,Maintenance Shed,Near Miss,No,N/A
Chris Davis,Reese Kennedy,17 January 2025,12:50,IT,toxic fumes was discovered before harm occurred.,Warehouse A,Near Miss,No,N/A
Reese Smith,Taylor Reed,30 November 2024,00:41,Operations,Unsecured ladder almost fell from ladder.,Office - Admin Block,Near Miss,No,N/A
Jordan Smith,Dakota Lee,10 February 2025,03:10,Facilities,Worker nearly touched live wiring but avoided injury.,Reception Area,Near Miss,No,N/A
Kai Lewis,Drew Clark,17 February 2024,17:33,Training & Development,Unsecured toolbox almost fell from ladder.,Dockyard North,Near Miss,No,N/A
Emerson Brown,Logan Lewis,22 January 2025,02:10,Quality Assurance,high-voltage wiring was discovered before harm occurred.,Main Gate Security,Near Miss,No,N/A
